empId,name,branch,website,industry,type,address1,address2,city,state,zip,country,phone,fax,profile,onlineapp,majors,indirectory,facebook,twitter,linkedin,website-www,,,_pageUrl,,country/_source
1628,Keurig Green Mountain Coffee Roasters,Engineering,http://www.gmcr.com,Consumer Products,Public,125 West Street,,Burlington,MA,96751,USA,781-205-7147,,ABOUT THE COMPANY: A leader in specialty coffee and coffee makers Green Mountain Coffee Roasters Inc. (GMCR) is recognized for its award-winning coffees innovative Keurigå¨ brewing technology and environmentally and socially responsible business practices. GMCR‰Ûªs multi-brand portfolio and multichannel distribution strategy is aimed at changing the way North Americans prepare and enjoy coffee and other beverages both at home and in the workplace. The Company‰Ûªs Keurigå¨ Single Cup Brewing Systems embodied by a premium brewer portfolio and an expanding family of quality beverage brands provides consumers the benefits of convenience variety and consistent great taste. In all GMCR sources produces and sells more than 30 brands and 250 varieties of coffee cocoa teas and other specialty beverages through a multi-channel distribution strategy intended to provide widespread exposure to our portfolio of products. The Company has strong partnerships with leading beverage brands including Starbuckså¨ Dunkin‰Ûªå¨ Donuts Folgerså¨ Newman‰Ûªs Ownå¨ Organics among others. Increasingly the Company is exploring the global opportunity for its products.,,All Majors,TRUE,,,,www.gmcr.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1628,United States
1069,Belvedere Trading,,http://www.belvederetrading.com,Financial Services,Private,10 S. Riverside Plaza,,Chicago,IL,60606,USA,3122623423,,proprietary trading firm that specializes in equity options and commodity products.,,AM - Applied Mathematics CmpE - Computer Engineering CS - Computer Science Econ - Economics,TRUE,,,,www.belvederetrading.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1069,United States
485,SIEMENS MEDICAL SOLUTIONS INC,1007,https://www.smed.com/,Healthcare,Public,2501 North Barrington Road,,Hoffman Estates,IL,60192-2061,USA,888-826-9702,847.304.7706,Manufacture of Molecular Imaging equipment,,CS - Computer Science,TRUE,,,,https://www.smed.com/,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,485,United States
1160,Chicago Bridge & Iron (CB&I),,http://www.cbi.com,Engineering,Public,14105 S. Route 59,,Plainfield,IL,60544,USA,815-439-6000,815-439-6010,CB&I (NYSE: CBI) is the most complete energy infrastructure focused company in the world and a major provider of government services. With 125 years of experience and the expertise of approximately 55000 employees CB&I provides reliable solutions while maintaining a relentless focus on safety and an uncompromising standard of quality. As one of the most complete providers of a wide range of services including design engineering construction fabrication maintenance and environmental services no project is too big for CB&I. Our timely and cost-effective solutions not only satisfy our customers‰Ûª needs but also improve the quality of life for people around the world.,,AM - Applied Mathematics BME - Biomedical Engineering ChE - Chemical Engineering CmpE - Computer Engineering CS - Computer Science Econ - Economics EE - Electrical Engineering EnvE - Environmental Engineering IE - Industrial Engineering MaDE - Manufacturing and Design Engineering MBP - Masters of Biotechnology Program ME - Mechanical Engineering MEM - Masters of Engineering Management MMM - MEM + MBA MPDD - Masters of Product Design and Development MPM - Masters of Project Management MatSE - Materials Science and Engineering MSEDI - MS Engineering Design and Innovation MSIT - MS Information Technology TAM - Theoretical and Applied Mathematics CE - Civil Engineering ISP - Integrated Science Program MIES - McCormick Integrated Engineering Studies,TRUE,,,,www.cbi.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1160,United States
51,3M,Film Manufacturing,http://www.mmm.com,Manufacturing,Public,3M Film Manufacturing & Supply Chain Operations,3M Center Building 0220-12N-05,St. Paul,MN,55144-1000,USA,(651) 737-4259,651. 733.1570,Diversified Manufacturing,,ChE - Chemical Engineering EE - Electrical Engineering IE - Industrial Engineering MaDE - Manufacturing and Design Engineering ME - Mechanical Engineering MatSE - Materials Science and Engineering,TRUE,https://www.facebook.com/3MCareers,,,www.mmm.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,51,United States
17,Motorola Solutions Inc,,http://www.motorolasolutions.com,Telecommunications,Public,1301 East Algonquin Road,,Schaumburg,IL,60196,USA,847-576-5000,,Motorola Solutions Inc. (www.motorolasolutions.com) provides mission-critical communications products and services to enterprises and governments around the world. Our innovations products and services play essential roles in people's lives. We help firefighters see around buildings and police officers see around street corners. We make supply chains visible to retailers and entire power grids visible to utility workers. We provide the situational awareness first responders need when a moment brings catastrophe. And we help companies deliver shipments at the moment they‰Ûªre promised. We do this by connecting them to seamless communication networks applications and services by providing them with real-time information and by arming them with intuitive nearly indestructible handheld devices. Motorola Solutions helps people be their best in the moments that matter. Learn more at www.motorolasolutions.com.,careers.motorolasolutions.com,CmpE - Computer Engineering CS - Computer Science EE - Electrical Engineering ME - Mechanical Engineering MSIT - MS Information Technology,TRUE,,,,www.motorolasolutions.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,17,United States
904,CHOPPER TRADING. LLC.,1461,http://www.choppertrading.com,Entrepreneurial/Start-Ups; Financial Services,Private,141 West Jackson Blvd.,Suite 2201A,Chicago,IL,60604,USA,312-628-3500,(312)-628-3509,Chopper Trading LLC a privately owned trading company with headquarters in Chicago‰Ûªs historic Board of Trade building. Founded in 2002 the company currently consists of approximately 180 proprietary traders software engineers and analysts who trade a variety of financial instruments including equities interest rate energy agricultural products metal and other commodities products. Our traders and analysts have the most technologically advanced systems and the latest research tools at their disposal.,,ChE - Chemical Engineering CmpE - Computer Engineering CS - Computer Science EE - Electrical Engineering IE - Industrial Engineering ME - Mechanical Engineering MSEDI - MS Engineering Design and Innovation MSIT - MS Information Technology CE - Civil Engineering,TRUE,,,,www.choppertrading.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,904,United States
1729,HERE,,http://here.com/,High Tech - Information Technology,Private,425 W. Randolph St.,,Chicago,IL,60606,USA,,,HERE a Nokia company is a global leader in the mapping and location intelligence business. Rooted in almost three decades of experience in cartography our vision is simple: offer the world's best maps and location experiences across multiple screens and operating systems. We want to help people navigate their lives with ease and confidence every day and everywhere. We believe that giving people a better and deeper sense of location will be essential to live a modern urbanized life. Our maps can be found in four out of five in-car navigation systems in North America and Europe including ten million new cars sold in 2013. We also power mobile web and enterprise solutions. Our customers include BMW Garmin Toyota Yahoo and many more. We are the largest and most highly trained team of mapmakers on the planet - with 6000 people in more than 56 countries. We make maps for every country in the world all 196 of them We keep our maps fresh accurate and reliable by making 2.7 million changes to them each day We deliver voice-guided navigation in 96 countries We make indoor maps for over 75600 buildings in 72 countries worldwide We deliver live traffic services in 41 countries We map public transit in 805 cities in 53 countries We support over 52 languages We create our maps by balancing on-staff map experts with 80000 external sources At HERE we build maps for how people live. They are relevant reliable and delightful every day and everywhere. Today we provide leadership and solutions to inspire a new generation of experiences. Everyday Mobility: Providing breakthrough ways to navigate see and explore the world on mobile devices - whether you are connected or not Connected Driving: Powering the connected car revolution with solutions and auto-grade quality maps to make drivers aware safe and more efficient in the car and beyond Enterprise: Transforming businesses through location intelligence Our business areas leverage offerings also available to our customers. HERE Map Content: The freshest richest and most reliable maps uniting the physical and virtual worlds in 2D and 3D HERE Platform: The world‰Ûªs most powerful and innovative platform services to enable new location products and services We are passionate about making maps. We love what we do. We are passionate about innovating to create a new generation of interactive and ever-more personal and contextually relevant maps and location services. We are passionate about our customers - they always come first. We are passionate about and value true partnership not just with customers but with developers and mapmaking communities.,,CS - Computer Science,TRUE,,,,http://here.com/,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1729,United States
1000,PARIVEDA SOLUTIONS,1562,http://www.parivedasolutions.com,Business Services,Private,550 West Washington Blvd.,Suite 410,Chicago,IL,60661,USA,312.902.5700,312.902.5149,"We are an IT consulting company that grows and deploys talented people to solve the technical and strategic challenges of our clients. We deliver both strategic consulting services and technical solutions especially those ""at the edge"" where systems interface with people and with other systems. We call this ""Delivering at the EdgeSM"" delivering business value through creative solutions at the edge of innovative technology. We work with our clients to select the right approach - developing a custom application creating a business systems plan leveraging a platform like SharePoint or whatever the situation calls for ‰ÛÒ and to implement it quickly and effectively.",,CS - Computer Science IE - Industrial Engineering MPDD - Masters of Product Design and Development MSIT - MS Information Technology CE - Civil Engineering,TRUE,,,,www.parivedasolutions.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1000,United States
437,EXXON MOBIL,946,http://www.exxonmobil.com,Chemicals; Energy; Engineering; Natural Resources; Rubbers & Plastics,Public,2800 Decker Drive,,Baytown,TX,77520,USA,281-834-4928,,We are the world's largest publicly traded international oil and gas company providing energy that helps underpin growing economies and improve living standards around the world.,exxonmobil.com/careers,ChE - Chemical Engineering EE - Electrical Engineering IE - Industrial Engineering ME - Mechanical Engineering MatSE - Materials Science and Engineering,TRUE,,,,www.exxonmobil.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,437,United States
572,PEPSICO,1109,http://www.pepsico.com,Consumer Products,Public,5600 Headquarters Drive,,Plano,TX,75024,USA,972-963-1000,,"Our Mission and Vision At PepsiCo we believe being a responsible corporate citizen is not only the right thing to do but the right thing to do for our business. Our Mission Our mission is to be the world's premier consumer products company focused on convenient foods and beverages. We seek to produce financial rewards to investors as we provide opportunities for growth and enrichment to our employees our business partners and the communities in which we operate. And in everything we do we strive for honesty fairness and integrity. Our Vision ""PepsiCo's responsibility is to continually improve all aspects of the world in which we operate - environment social economic - creating a better tomorrow than today."" Our vision is put into action through programs and a focus on environmental stewardship activities to benefit society and a commitment to build shareholder value by making PepsiCo a truly sustainable company. Performance with Purpose At PepsiCo we're committed to achieving business and financial success while leaving a positive imprint on society - delivering what we call Performance with Purpose. Our approach to superior financial performance is straightforward - drive shareholder value. By addressing social and environmental issues we also deliver on our purpose agenda which consists of human environmental and talent sustainability.",,AM - Applied Mathematics CmpE - Computer Engineering CS - Computer Science IE - Industrial Engineering,TRUE,http://www.facebook.com/PepsiCo,,,http://www.pepsico.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,572,United States
1305,Hanley Flight & Zimmerman LLC,,http://www.hfzlaw.com,Law,Public,150 S. Wacker Drive,Suite 2200,Chicago,IL,60606,USA,312.580.1020,,Hanley Flight & Zimmerman is a boutique patent law firm located in the heart of Chicago specializing in United States and foreign patent prosecution and counseling. Our team of practitioners includes many individuals having years of industry experience as engineers and inventors prior to becoming patent attorneys. A combination of significant real world engineering experience and legal experience results in a highly focused and skilled team of practitioners who provide services to numerous Fortune 500 technology companies.,,CmpE - Computer Engineering CS - Computer Science EE - Electrical Engineering ME - Mechanical Engineering,TRUE,,,,www.hfzlaw.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1305,United States
1272,TekLink International Inc,,http://www.tli-usa.com,Consulting,Private,40 Shuman Blvd,Suite 270,Naperville,IL,60563,USA,630-778-2115,,"TekLink International Inc. headquartered in Naperville IL is a leading implementer and thought leader of SAP Business Intelligence and EPM solutions for many fortune 500 companies. TekLink consultants are internationally recognized experts having deep industry knowledge combined with years of SAP implementation experience. Our expertise crosses many industries including Consumer Products Pharmaceuticals Manufacturing & Distribution Automotive Utilities and High Tech. Over the last eight years TekLink has attained double digit growth and an increase in global recognition. Our customer loyalty and success is attributable to our approach and our ""Once a client always a client"" philosophy. We provide cost effective solutions from India as part of our offshore office based in Hyderabad India along with our Asia Pacific offices in Melbourne Australia.",,AM - Applied Mathematics CmpE - Computer Engineering CS - Computer Science EE - Electrical Engineering IE - Industrial Engineering MPDD - Masters of Product Design and Development MPM - Masters of Project Management MSIT - MS Information Technology MSiA - MS in Analytics,TRUE,,,,http://www.tli-usa.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1272,United States
1240,Adage Technologies,,http://www.adagetechnologies.com/,Computers,Private,10 South Riverside Plaza #1500,,Chicago,IL,60606,USA,312-884-5166,,Adage Technologies is an award-winning Chicago web development firm specializing in creating engaging custom websites custom software and mobile solutions since its inception in 2001. Specialties Custom Software Content Management Mobile Association Management Systems Web Development Awards Top 50 Gen Y Employer in Chicago-Brill Street One of The Best Places to Work in Illinois- The Daily Herald Business Ledger 500/5000 Fastest Growing Private Companies- INC.,http://www.adagetechnologies.com/careers/,CS - Computer Science,TRUE,https://www.facebook.com/AdageJobSearch,twitter.com/adage,twitter.com/adage,http://www.adagetechnologies.com/,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1240,United States
1274,MathWorks,,http://www.mathworks.com,Computers,Private,3 Apple Hill Drive,,Natick,MA,1760,USA,5086477000,,MathWorks is the leading developer of mathematical computing software. Engineers and scientists worldwide rely on its products to accelerate the pace of discovery innovation and development. MATLABå¨ the language of technical computing is a programming environment for algorithm development data analysis visualization and numeric computation. Simulinkå¨ is a graphical environment for simulation and Model-Based Design of multidomain dynamic and embedded systems. The company produces nearly 100 additional products for specialized tasks such as data analysis and image processing.,,BME - Biomedical Engineering CmpE - Computer Engineering CS - Computer Science EE - Electrical Engineering ME - Mechanical Engineering,TRUE,,,,www.mathworks.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1274,United States
480,The Boeing Company,998,http://www.boeing.com/collegecareers,Aerospace,Private,100 North Riverside,,Chicago,IL,60606,USA,314.232.3266,,Boeing is the world's leading aerospace company and the largest manufacturer of commercial jetliners and military aircraft combined. Additionally Boeing designs and manufactures rotorcraft electronic and defense systems missiles satellites launch vehicles and advanced information and communication systems. As a major service provider to NASA Boeing is the prime contractor for the International Space Station. The company also provides numerous military and commercial airline support services. Boeing provides products and support services to customers in 150 countries and is one of the largest U.S. exporters in terms of sales. Boeing has a long tradition of aerospace leadership and innovation. We continue to expand our product line and services to meet emerging customer needs. Our broad range of capabilities includes creating new more efficient members of our commercial airplane family; integrating military platforms defense systems and the warfighter through network-centric operations; creating advanced technology solutions that reach across business units; e-enabling airplanes and providing connectivity on moving platforms; and arranging financing solutions for our customers. Headquartered in Chicago Boeing employs more than 170000 people across the United States and in 70 countries. This represents one of the most diverse talented and innovative workforces anywhere. More than 140000 of our people hold college degrees--including nearly 35000 advanced degrees--in virtually every business and technical field from approximately 2700 colleges and universities worldwide. Our enterprise also leverages the talents of hundreds of thousands more skilled people working for Boeing suppliers worldwide.,www.boeing.com/collegecareers,EE - Electrical Engineering IE - Industrial Engineering MaDE - Manufacturing and Design Engineering ME - Mechanical Engineering,TRUE,https://www.facebook.com/BoeingCareers,,http://www.linkedin.com/company/1384,http://www.boeing.com/collegecareers,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,480,United States
373,Alcatel-Lucent,,http://www.alcatel-lucent.com,Telecommunications,Public,2000 Lucent Lane,,Naperville,IL,60563,USA,(972) 477-9595,972-477-1136,Telecoms today is an environment of radical adaptation to new realities new demands new business models. The long-trusted transformation partner of service providers enterprises strategic industries and governments around the world Alcatel-Lucent delivers the innovation our customers need to stay ahead. To compete. To create. To move at the speed of ideas both in the lab and in the marketplace. A leader in mobile fixed IP and optics technologies and a pioneer in applications and services Alcatel-Lucent includes Bell Labs one of the world‰Ûªs foremost centers of research and innovation in communication technology. We bring an unmatched heritage of ideas and execution to the challenge of realizing the potential of a connected world. Our customers turn to us for our ability to deliver on their future. With operations in more than 130 countries and the most experienced global services organization in the industry Alcatel-Lucent is a local partner with a global reach. Alcatel-Lucent achieved revenues of Euro 16 billion in 2010 and is incorporated in France and headquartered in Paris. Alcatel-Lucent is the trusted partner of service providers enterprises and governments worldwide providing solutions to deliver voice data and video communication services to end-users. A leader in fixed mobile and converged broadband networking IP technologies applications and services Alcatel-Lucent leverages the unrivalled technical and scientific expertise of Bell Labs one of the largest innovation powerhouses in the communications industry. With operations in more than 130 countries and the most experienced global services organization in the industry Alcatel-Lucent is a local partner with a global reach. For more information visit Alcatel-Lucent on the Internet: http://www.alcatel-lucent.com,www.alcatel-lucent.com,CmpE - Computer Engineering CS - Computer Science EE - Electrical Engineering,TRUE,http://www.facebook.com/AlcatelLucent.University.Recruiting,,,www.alcatel-lucent.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,373,United States
1575,Northwestern Mutual,,http://www.northwesternmutual.com/,Insurance,Public,818 East Mason Street,,Milwaukee,WI,53202,USA,414-665-1461,,"For more than 155 years Northwestern Mutual has been helping its clients achieve financial security. Headquartered in Milwaukee Wisconsin Northwestern Mutual has nearly 4 million policyowners and investment clients and continues as the leading U.S. company in total life insurance dividends paid to policyowners. The firm ranks among the ""World‰Ûªs Most Admired"" life insurance companies according to FORTUNEå¨ magazine‰Ûªs 2013 annual survey. For the seventh consecutive year Northwestern Mutual has also been recognized among the ""Best Places to Work in IT"" as a top workplace for information technology (IT) professionals according to IDG's Computerworld the leading source of technology news and information for IT influencers worldwide. Internship Program Overview: Interns participate in a 12-week program within the firm‰Ûªs Operations & Technology business function. Program objectives provide the student with hands-on experience through teamwork and collaboration as well as individual work assignments. Interns participate in a wide range of learning and development activities including job shadows attending various speaking engagements and events designed to expose interns to other areas of the firm. Working in teams interns collaborate with each other on assigned case studies to be presented at the conclusion of the internship program. Interns also have an opportunity to network with senior leaders across the firm attend various social and work-sponsored events and are also encouraged to engage in team volunteer opportunities within the community.",,CS - Computer Science MSIT - MS Information Technology,TRUE,,,,http://www.northwesternmutual.com/,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1575,United States
1076,Illinois Department of Transportation,DRO,http://www.dot.il.gov/,Government/Public Administration,Government,2300 S. Dirksen Parway Room 339A,,Springfield,IL,62764,USA,217-557-2000,217-557-7277,IDOT MISSION The mission of IDOT is to provide safe cost-effective transportation for Illinois in ways that enhance quality of life promote economic prosperity and demonstrate respect for our environment. GUIDING PRINCIPLES We will accomplish our mission while making the following principles the hallmark of all our work: Safety Integrity Diversity Responsiveness Quality Innovation. IDOT VISION The vision of IDOT is to be recognized as the premier state department of transportation in the nation.,,CE - Civil Engineering,TRUE,,,,http://www.dot.il.gov/,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1076,United States
1074,GAF,,http://www.gaf.com,Manufacturing,Private,14911 Quorum Dr,Suite 600,Dallas,TX,75254,USA,972-851-0536,,GAF founded in 1886 is a $3 billion company with 3200 employees and is a leader in the building materials industry. As America's largest roofing manufacturer GAF has built a strong and solid product and customer franchise driven by continuous product innovation and through finding ways to better serve and connect with its customers. The residential roofing line is sold under the GAF brand and commercial roofing is sold under the GAF brand. The company also has other offerings in high quality products including decking railings ductwork and specialty fabrics. GAF has sustained a strong financial and operating performance over the past several years driven from its leading capabilities strong culture and a business that is only partly dependent on economic cycles in the construction industry. Labeled the best in quality and most-recommended by our customers GAF believes that employees remain our greatest strength and best competitive advantage. Build your future as we build the American dream one roof at a time.,,ChE - Chemical Engineering ME - Mechanical Engineering MatSE - Materials Science and Engineering,TRUE,http://www.facebook.com/GAFRoofing,http://twitter.com/gafroofing,,www.gaf.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1074,United States
1530,AT&T,,http://connect.att.jobs/,Retail/Wholesale,Public,208 S. Akard St.,,Dallas,TX,75202,USA,1230001111,,AT&T is pioneering hard-working and looking for someone just like us. Throughout our history we‰Ûªve helped people like you connect with training technology and the opportunity to grow. How much can we accomplish together? It‰Ûªs ridiculous.,,,TRUE,,,,http://connect.att.jobs/,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1530,United States
475,METROPOLITAN WATER RECLAMATION DISTRICT OF GREATER,993,http://www.mwrd.org,Environment,Public,100 E. Erie Street,,Chicago,IL,60611,USA,(312) 751-5600,312-751-5145,The District‰Ûªs seven modern water reclamation plants provide excellent treatment for residential and industrial wastewater meeting permitted discharge limits virtually at all times. The treatment process is protected by a pretreatment program to guard against hazardous substances and toxic chemicals. These are strictly regulated pursuant to federal and state requirements. The District routinely monitors all industries and non-residential sources to assure that wastes are disposed of in an environmentally responsible and lawful manner. Treated wastewater along with runoff from rainfall enters local canals rivers and streams that serve as headwaters of the Illinois River system. Stormwater in the separate sewered area is controlled to reduce flood damages by a number of stormwater detention reservoirs. In the combined sewer area the District‰Ûªs tunnel and reservoir project has significantly reduced basement backup and overflows to local waterways. Flow within the District‰Ûªs waterway system and the Lake Michigan discretionary diversion flow are controlled by three inlet structures on Lake Michigan: Wilmette Pumping Station Chicago River Controlling Works and O‰ÛªBrien Lock and Dam. The single outlet control structure is the Lockport Powerhouse and Controlling Works. While exercising no direct control over wastewater collection systems owned and maintained by cities villages sewer districts and utilities the District does control municipal sewer construction by permits outside the city of Chicago. It also owns a network of intercepting sewers to convey wastewater from the local collection systems to the water reclamation plants.,,EnvE - Environmental Engineering CE - Civil Engineering,TRUE,,,,www.mwrd.org,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,475,United States
622,DISCOVER FINANCIAL SERVICES,1162,http://www.discoverfinancial.com,Banking; Financial Services,,2500 Lake Cook Road,,Riverwoods,IL,60015,USA,,,,,CS - Computer Science IE - Industrial Engineering,TRUE,,,,www.discoverfinancial.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,622,United States
1070,ThoughtWorks,,http://www.thoughtworks.com,Computers; Consulting; High Tech - Information Technology,Private,200 E. Randolph,25th Floor,Chicago,IL,60601,USA,312.373.1000,,Meet ThoughtWorks. We‰Ûªre a global IT consultancy with 1800 (and growing) technology enthusiasts throughout the US Canada India UK Australia China Brazil Germany and most recently South Africa. Our mission is simple: to maximize value to our clients through our technological expertise. We do this by providing Global 1000 companies with Agile-based systems development consulting and transformation services. We‰Ûªve taken on everything from designing major retail websites to performing backend system upgrades to creating donation sites for disaster relief organizations. Our work is complex and challenging; we meet tight deadlines utilize exciting technologies and hop on a whole lot of airplanes. Our unconventional approach has earned us a reputation for having some of the industry‰Ûªs most respected technical thinkers and leaders.,www.join.thoughtworks.com,AM - Applied Mathematics CmpE - Computer Engineering CS - Computer Science Econ - Economics EE - Electrical Engineering IE - Industrial Engineering MSIT - MS Information Technology TAM - Theoretical and Applied Mathematics UND - Undecided,TRUE,www.facebook.com/ThoughtWorks,www.twitter.com/twthoughts,,www.thoughtworks.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,1070,United States
930,CHRYSLER GROUP LLC.,1490,http://www.chryslergroupllc.com,Automotive,Public,800 Chrysler Drive,CIMS 486-02-52,Auburn Hills,MI,48326-2757,USA,248-379-1081,,please see www.chryslergroupllc.com,http://chryslercareers.com/,BME - Biomedical Engineering ChE - Chemical Engineering CmpE - Computer Engineering CS - Computer Science EE - Electrical Engineering EnvE - Environmental Engineering IE - Industrial Engineering ME - Mechanical Engineering MatSE - Materials Science and Engineering,TRUE,,,,www.chryslergroupllc.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,930,United States
972,THE NIELSEN COMPANY,1532,http://www.nielsen.com,Advertising/Marketing; Business Services; Consulting; Consumer Products; Engineering,Public,150 North Martingale Road,,Schaumburg,IL,60173,USA,5137673678,,As a global leader in measurement and information we believe providing our clients a precise understanding of the consumer is the key to making the right decisions -- decisions that can lead to profitable growth. At Nielsen we‰Ûªre always innovating to keep pace with emerging market trends and the increasingly diverse demanding and connected consumer. After nearly a century we‰Ûªre more focused and skilled than ever at providing the complete view of what consumers watch and buy through powerful insights that clarify the relationship between content and commerce. Whether our clients are in media consumer packaged goods telecom or advertising our expansive data and measurement capabilities provide market context and confidence through our long history of innovation and integrity.,,AM - Applied Mathematics CmpE - Computer Engineering CS - Computer Science Econ - Economics EE - Electrical Engineering IE - Industrial Engineering MaDE - Manufacturing and Design Engineering ME - Mechanical Engineering MEM - Masters of Engineering Management MPM - Masters of Project Management MSIT - MS Information Technology MSiA - MS in Analytics,TRUE,,,,www.nielsen.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,972,United States
336,GENERAL ELECTRIC,797,http://www.ge.com,Manufacturing,Public,4200 Wildwood Pkwy,Pole T8,Atlanta,GA,30339,USA,(419) 424-6751,678-844-6944,.,,CmpE - Computer Engineering CS - Computer Science EE - Electrical Engineering IE - Industrial Engineering MaDE - Manufacturing and Design Engineering ME - Mechanical Engineering MatSE - Materials Science and Engineering,TRUE,,,,www.ge.com,,,https://www.myinterfase.com/mccormick_northwestern/contactregistration.aspx?emp_id,336,United States
